Sat Jul 19 23:15:40 JST 2025
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/affy_probeset-ncbigene.tsv | grep -vP '^(\d{3,}(?:_[a-z])?_at)	(\d+)$' | head
  prefix:1007_s_at	  prefix:780
  prefix:JGAS000009	  prefix:hum0018
  prefix:JGAS000011	  prefix:hum0019
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/jga_study-pubmed.tsv | grep -vP '^(JGAS\d{6})	(?:pmid:|PMID:)?(\d+)$' | head
  prefix:JGAS000004	  prefix:24336570
  prefix:JGAS000004	  prefix:28270234
  prefix:JGAS000007	  prefix:28799054
  prefix:JGAS000002	  prefix:24215022
  prefix:JGAS000015	  prefix:2034275
  prefix:JGAS000015	  prefix:8138251
  prefix:JGAS000015	  prefix:8666388
  prefix:JGAS000012	  prefix:24919509
  prefix:JGAS000023	  prefix:24056718
  prefix:JGAS000023	  prefix:24220272
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/lipidmaps-chebi.tsv | grep -vP '^(LM(FA|GL|GP|SP|ST|PR|SL|PK)[0-9]{4}([0-9a-zA-Z]{4,6})?)	(?:CHEBI[:_])?(\d+)$' | head
  prefix:LMFA00000001	  prefix:178363
  prefix:LMFA00000002	  prefix:137783
  prefix:LMFA00000007	  prefix:32350
  prefix:LMFA00000008	  prefix:49253
  prefix:LMFA00000009	  prefix:49255
  prefix:LMFA00000014	  prefix:183424
  prefix:LMFA00000016	  prefix:169243
  prefix:LMFA00000031	  prefix:185174
  prefix:LMFA00000034	  prefix:185707
  prefix:LMFA00000039	  prefix:185432
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/lipidmaps-inchi_key.tsv | grep -vP '^(LM(FA|GL|GP|SP|ST|PR|SL|PK)[0-9]{4}([0-9a-zA-Z]{4,6})?)	([A-Z]{14}\-[A-Z]{10}(\-[A-Z])?)$' | head
  prefix:LMFA00000001	  prefix:VOGBKCAANIAXCI-UHFFFAOYSA-N
  prefix:LMFA00000002	  prefix:NDDJIMSGSZNACM-QWRGUYRKSA-N
  prefix:LMFA00000003	  prefix:GSCCUVDKVJUMTG-HTIIIDOHSA-N
  prefix:LMFA00000005	  prefix:WTGXHHUORCSXNB-DNKZHYAASA-N
  prefix:LMFA00000006	  prefix:RAKAWZJMWJKWRH-QRMJXLNNSA-N
  prefix:LMFA00000007	  prefix:QZXOLBPUAUOQFB-UHFFFAOYSA-N
  prefix:LMFA00000008	  prefix:UELBXEKQONEDKM-IRXDYDNUSA-N
  prefix:LMFA00000009	  prefix:IWENLYKHSZCPRD-UHFFFAOYSA-N
  prefix:LMFA00000014	  prefix:DLHLOYYQQGSXCC-DOFZRALJSA-N
  prefix:LMFA00000015	  prefix:JLBSVDZUWJLOCF-ZLKQSCCRSA-N
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/lipidmaps-swisslipids.tsv | grep -vP '^(LM(FA|GL|GP|SP|ST|PR|SL|PK)[0-9]{4}([0-9a-zA-Z]{4,6})?)	SLM[:_](\d+)$' | head
  prefix:LMFA00000008	  prefix:000390048
  prefix:LMFA01010001	  prefix:000000510
  prefix:LMFA01010002	  prefix:000000449
  prefix:LMFA01010003	  prefix:000001194
  prefix:LMFA01010004	  prefix:000001195
  prefix:LMFA01010005	  prefix:000389552
  prefix:LMFA01010006	  prefix:000001196
  prefix:LMFA01010007	  prefix:000389947
  prefix:LMFA01010008	  prefix:000000853
  prefix:LMFA01010010	  prefix:000000855
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mbgd_gene-uniprot.tsv | grep -vP '^([a-z0-9]+:[A-Z0-9_\.-]+)	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:ash:AL1_RS00015	  prefix:D4IIJ5
  prefix:ash:AL1_RS00035	  prefix:D4IIJ6
  prefix:ash:AL1_RS00040	  prefix:D4IIJ7
  prefix:ash:AL1_RS00050	  prefix:D4IIJ8
  prefix:ash:AL1_RS00055	  prefix:D4IIJ9
  prefix:ash:AL1_RS00070	  prefix:D4IIK1
  prefix:ash:AL1_RS00075	  prefix:D4IIK2
  prefix:ash:AL1_RS00080	  prefix:D4IIK3
  prefix:ash:AL1_RS00090	  prefix:D4IIK5
  prefix:ash:AL1_RS00095	  prefix:D4IIK7
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mbgd_organism-taxonomy.tsv | grep -vP '^([a-z0-9]+)	(\d+)$' | head
  prefix:ash	  prefix:717959
  prefix:fna	  prefix:1163389
  prefix:pfc	  prefix:1037911
  prefix:thi	  prefix:426114
  prefix:coo	  prefix:751585
  prefix:eol	  prefix:929562
  prefix:gpa	  prefix:657308
  prefix:rob	  prefix:657314
  prefix:spr	  prefix:171101
  prefix:ype	  prefix:214092
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/medgen-hp_phenotype.tsv | grep -vP '^(CN?\d{4,7})	HP[:_](\d{7})$' | head
  prefix:C0000727	  prefix:0033400
  prefix:C0000729	  prefix:0032155
  prefix:C0000731	  prefix:0003270
  prefix:C0000734	  prefix:0031500
  prefix:C0000737	  prefix:0002027
  prefix:C0000744	  prefix:0008181
  prefix:C0000768	  prefix:0034057
  prefix:C0000778	  prefix:0032224
  prefix:C0000820	  prefix:0030449
  prefix:C0000832	  prefix:0011419
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/medgen-mesh.tsv | grep -vP '^(CN?\d{4,7})	([CD]\d{6,9})$' | head
  prefix:C0000727	  prefix:D000006
  prefix:C0000729	  prefix:D003085
  prefix:C0000735	  prefix:D000008
  prefix:C0000737	  prefix:D015746
  prefix:C0000744	  prefix:D000012
  prefix:C0000768	  prefix:D000013
  prefix:C0000771	  prefix:D000014
  prefix:C0000772	  prefix:D000015
  prefix:C0000778	  prefix:D000017
  prefix:C0000786	  prefix:D000022
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/medgen-mondo.tsv | grep -vP '^(CN?\d{4,7})	MONDO[:_](\d{7})$' | head
  prefix:C0000744	  prefix:0008692
  prefix:C0000774	  prefix:0001770
  prefix:C0000809	  prefix:0006774
  prefix:C0000832	  prefix:0004846
  prefix:C0000833	  prefix:0005227
  prefix:C0000880	  prefix:0005629
  prefix:C0000889	  prefix:0007035
  prefix:C0001075	  prefix:0043465
  prefix:C0001079	  prefix:0019648
  prefix:C0001080	  prefix:0007037
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/medgen-ncbigene.tsv | grep -vP '^(CN?\d{4,7})	(\d+)$' | head
  prefix:C0001815	  prefix:10019
  prefix:C3277671	  prefix:10019
  prefix:C4551637	  prefix:10019
  prefix:C1857355	  prefix:10128
  prefix:C0339573	  prefix:10133
  prefix:C3150692	  prefix:10133
  prefix:C1847730	  prefix:10133
  prefix:C3280790	  prefix:10370
  prefix:C3280783	  prefix:10370
  prefix:C3553462	  prefix:10410
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/medgen-omim_phenotype.tsv | grep -vP '^(CN?\d{4,7})	(?:O?MIM:)?(\d{6})$' | head
  prefix:C0000744	  prefix:200100
  prefix:C0001080	  prefix:100800
  prefix:C0001193	  prefix:101200
  prefix:C0000889	  prefix:100600
  prefix:C0000778	  prefix:616093
  prefix:C0001403	  prefix:240200
  prefix:C0001519	  prefix:103100
  prefix:C0001529	  prefix:103200
  prefix:C0001860	  prefix:103400
  prefix:C0001811	  prefix:502000
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/medgen-orphanet_phenotype.tsv | grep -vP '^(CN?\d{4,7})	(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)$' | head
  prefix:C0000744	  prefix:14
  prefix:C0000880	  prefix:67043
  prefix:C0000889	  prefix:924
  prefix:C0001079	  prefix:932
  prefix:C0001080	  prefix:15
  prefix:C0001193	  prefix:87
  prefix:C0001206	  prefix:963
  prefix:C0001261	  prefix:457095
  prefix:C0001403	  prefix:101959
  prefix:C0001519	  prefix:454718
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mgi_gene-ensembl_gene.tsv | grep -vP '^(?:MGI|mgi):(\d{5,})	(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))$' | head
  prefix:87853	  prefix:ENSMUSG00000027596
  prefix:87854	  prefix:ENSMUSG00000030359
  prefix:87859	  prefix:ENSMUSG00000026842
  prefix:87860	  prefix:ENSMUSG00000026596
  prefix:87862	  prefix:ENSMUSG00000066583
  prefix:87863	  prefix:ENSMUSG00000066584
  prefix:87864	  prefix:ENSMUSG00000066586
  prefix:87866	  prefix:ENSMUSG00000026003
  prefix:87867	  prefix:ENSMUSG00000062908
  prefix:87868	  prefix:ENSMUSG00000029545
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mgi_gene-hgnc.tsv | grep -vP '^(?:MGI|mgi):(\d{5,})	(?:(?:HGNC|hgnc):)?(\d{1,5})$' | head
  prefix:87853	  prefix:745
  prefix:87859	  prefix:76
  prefix:87860	  prefix:77
  prefix:87866	  prefix:88
  prefix:87867	  prefix:89
  prefix:87868	  prefix:90
  prefix:87870	  prefix:93
  prefix:87871	  prefix:94
  prefix:87873	  prefix:25070
  prefix:87874	  prefix:2707
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mgi_gene-mgi_allele.tsv | grep -vP '^(?:MGI|mgi):(\d{5,})	(?:MGI|mgi):(\d{5,})$' | head
  prefix:1915885	  prefix:7782386
  prefix:1916013	  prefix:3923426
  prefix:1913456	  prefix:3923883
  prefix:1913452	  prefix:7582041
  prefix:1913452	  prefix:7582042
  prefix:1913452	  prefix:4419470
  prefix:1916170	  prefix:7797299
  prefix:3578159	  prefix:3578166
  prefix:1917034	  prefix:6276858
  prefix:1913486	  prefix:4419497
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mgi_gene-ncbigene.tsv | grep -vP '^(?:MGI|mgi):(\d{5,})	(\d+)$' | head
  prefix:87853	  prefix:50518
  prefix:87854	  prefix:11287
  prefix:87859	  prefix:11350
  prefix:87860	  prefix:11352
  prefix:87862	  prefix:11354
  prefix:87863	  prefix:233099
  prefix:87864	  prefix:110187
  prefix:87866	  prefix:11363
  prefix:87867	  prefix:11364
  prefix:87868	  prefix:11409
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mgi_gene-uniprot.tsv | grep -vP '^(?:MGI|mgi):(\d{5,})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:1914088	  prefix:Q9CWA9
  prefix:1914088	  prefix:Q9CVY3
  prefix:1915618	  prefix:Q9CTM8
  prefix:1915618	  prefix:Q8CF76
  prefix:1915614	  prefix:Q149G0
  prefix:1917595	  prefix:Q9DCH0
  prefix:1915636	  prefix:Q9DCF0
  prefix:1914922	  prefix:Q3UN32
  prefix:1915630	  prefix:Q9CW83
  prefix:1915683	  prefix:Q9DC73
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mgi_genotype-doid.tsv | grep -vP '^(?:MGI|mgi):(\d{5,})	DO(?:ID)?[:_](\d+)$' | head
  prefix:2166570	  prefix:12583
  prefix:2166944	  prefix:14761
  prefix:2168108	  prefix:0110948
  prefix:2168108	  prefix:0110949
  prefix:2169285	  prefix:0110948
  prefix:2169285	  prefix:0110949
  prefix:2170004	  prefix:0110120
  prefix:2170195	  prefix:0110120
  prefix:2170796	  prefix:11836
  prefix:2172351	  prefix:0110120
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mgi_genotype-mgi_allele.tsv | grep -vP '^(?:MGI|mgi):(\d{5,})	(?:MGI|mgi):(\d{5,})$' | head
  prefix:2166359	  prefix:1857242
  prefix:2166381	  prefix:1857411
  prefix:2166442	  prefix:1857502
  prefix:2166483	  prefix:1857508
  prefix:2166498	  prefix:1857422
  prefix:2166566	  prefix:1857421
  prefix:2166570	  prefix:1857473
  prefix:2166662	  prefix:1856155
  prefix:2166749	  prefix:1857137
  prefix:2166749	  prefix:1857474
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mgi_genotype-mp.tsv | grep -vP '^(?:MGI|mgi):(\d{5,})	MP[:_](\d{7})$' | head
  prefix:2166359	  prefix:0000245
  prefix:2166359	  prefix:0000600
  prefix:2166359	  prefix:0000826
  prefix:2166359	  prefix:0000828
  prefix:2166359	  prefix:0000961
  prefix:2166359	  prefix:0001092
  prefix:2166359	  prefix:0001698
  prefix:2166359	  prefix:0001716
  prefix:2166359	  prefix:0002840
  prefix:2166359	  prefix:0003077
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mirbase-mirbase_mature.tsv | grep -vP '^(MI\d{7})	(MIMAT\d{7})$' | head
  prefix:MI0000001	  prefix:MIMAT0000001
  prefix:MI0000001	  prefix:MIMAT0015091
  prefix:MI0000002	  prefix:MIMAT0000002
  prefix:MI0000002	  prefix:MIMAT0015092
  prefix:MI0000003	  prefix:MIMAT0000003
  prefix:MI0000003	  prefix:MIMAT0020301
  prefix:MI0000004	  prefix:MIMAT0000004
  prefix:MI0000004	  prefix:MIMAT0020302
  prefix:MI0000005	  prefix:MIMAT0000005
  prefix:MI0000005	  prefix:MIMAT0015093
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mondo-doid.tsv | grep -vP '^MONDO[:_](\d{7})	DO(?:ID)?[:_](\d+)$' | head
  prefix:0000001	  prefix:4
  prefix:0000004	  prefix:10493
  prefix:0002263	  prefix:229
  prefix:0005150	  prefix:10871
  prefix:0005170	  prefix:0070004
  prefix:0005492	  prefix:1555
  prefix:0005495	  prefix:9553
  prefix:0005520	  prefix:10609
  prefix:0013396	  prefix:0060409
  prefix:0013400	  prefix:0050546
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mondo-efo_disease.tsv | grep -vP '^MONDO[:_](\d{7})	EFO[:_](\d{7})$' | head
  prefix:0000004	  prefix:0009491
  prefix:0002263	  prefix:0009549
  prefix:0005150	  prefix:0001365
  prefix:0005170	  prefix:0002427
  prefix:0005492	  prefix:0005531
  prefix:0005495	  prefix:0005539
  prefix:0005520	  prefix:0005583
  prefix:0015288	  prefix:0007308
  prefix:0021124	  prefix:0008560
  prefix:0005120	  prefix:0000779
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mondo-hp_phenotype.tsv | grep -vP '^MONDO[:_](\d{7})	HP[:_](\d{7})$' | head
  prefix:0005492	  prefix:0001025
  prefix:0005520	  prefix:0002748
  prefix:0013577	  prefix:0100695
  prefix:0015193	  prefix:0001789
  prefix:0015195	  prefix:0000068
  prefix:0015249	  prefix:0011560
  prefix:0015686	  prefix:0030406
  prefix:0018470	  prefix:0000104
  prefix:0018470	  prefix:0008678
  prefix:0015848	  prefix:0001153
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mondo-meddra.tsv | grep -vP '^MONDO[:_](\d{7})	(?:(?:MedDRA|meddra):)?(\d+)$' | head
  prefix:0013512	  prefix:10063435
  prefix:0013577	  prefix:10063955
  prefix:0013730	  prefix:10018651
  prefix:0013752	  prefix:10021076
  prefix:0015028	  prefix:10048230
  prefix:0015094	  prefix:10071150
  prefix:0015128	  prefix:10052381
  prefix:0015137	  prefix:10034533
  prefix:0015175	  prefix:10069002
  prefix:0015183	  prefix:10049416
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mondo-mesh.tsv | grep -vP '^MONDO[:_](\d{7})	([CD]\d{6,9})$' | head
  prefix:0000001	  prefix:D004194
  prefix:0042489	  prefix:D004198
  prefix:0000004	  prefix:D000309
  prefix:0002263	  prefix:D005831
  prefix:0005492	  prefix:D014581
  prefix:0005495	  prefix:D000307
  prefix:0005520	  prefix:D012279
  prefix:0013400	  prefix:C566130
  prefix:0013411	  prefix:C565134
  prefix:0013412	  prefix:C566044
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mondo-omim_phenotype.tsv | grep -vP '^MONDO[:_](\d{7})	(?:O?MIM:)?(\d{6})$' | head
  prefix:0013398	  prefix:613737
  prefix:0013400	  prefix:613743
  prefix:0013401	  prefix:613744
  prefix:0013404	  prefix:613752
  prefix:0013408	  prefix:613759
  prefix:0013409	  prefix:613761
  prefix:0013410	  prefix:613762
  prefix:0013411	  prefix:613763
  prefix:0013412	  prefix:613765
  prefix:0013415	  prefix:613776
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/mondo-orphanet_phenotype.tsv | grep -vP '^MONDO[:_](\d{7})	(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)$' | head
  prefix:0000001	  prefix:377788
  prefix:0005150	  prefix:279
  prefix:0013396	  prefix:401986
  prefix:0013400	  prefix:168558
  prefix:0013404	  prefix:88618
  prefix:0013408	  prefix:306550
  prefix:0013417	  prefix:280133
  prefix:0013423	  prefix:331187
  prefix:0013424	  prefix:1620
  prefix:0013426	  prefix:284984
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/nando-mondo.tsv | grep -vP '^NANDO[:_](\d{7})	MONDO[:_](\d{7})$' | head
  prefix:1100001	  prefix:0019056
  prefix:1100002	  prefix:0004955
  prefix:1100002	  prefix:0005066
  prefix:1100004	  prefix:0005046
  prefix:1100005	  prefix:0004995
  prefix:1100006	  prefix:0005570
  prefix:1100009	  prefix:0005151
  prefix:1100010	  prefix:0005087
  prefix:1100013	  prefix:0004335
  prefix:1100014	  prefix:0019040
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-ensembl_gene.tsv | grep -vP '^(\d+)	(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))$' | head
  prefix:133777406	  prefix:ENSLUPG00005023602
  prefix:133777407	  prefix:ENSLUPG00005025509
  prefix:133777408	  prefix:ENSLUPG00005021878
  prefix:133777410	  prefix:ENSLUPG00005023776
  prefix:133777411	  prefix:ENSLUPG00005024574
  prefix:133777412	  prefix:ENSLUPG00005022574
  prefix:133777414	  prefix:ENSLUPG00005025372
  prefix:133777416	  prefix:ENSLUPG00005020935
  prefix:133777417	  prefix:ENSLUPG00005024069
  prefix:133777419	  prefix:ENSLUPG00005021152
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-ensembl_protein.tsv | grep -vP '^(\d+)	(?:(?:(ENS[A-Z]*P\d{11})(?:\.\d+)?)|(FBpp\d{7})|(?:(MGP_[A-Za-z0-9]+_P\d{7})(?:\.\d+)?)|(LRG_\d+p\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4}))$' | head
  prefix:133777406	  prefix:ENSLUPP00005023367
  prefix:133777407	  prefix:ENSLUPP00005025376
  prefix:133777410	  prefix:ENSLUPP00005023514
  prefix:133777412	  prefix:ENSLUPP00005022540
  prefix:133777414	  prefix:ENSLUPP00005025218
  prefix:133777416	  prefix:ENSLUPP00005020956
  prefix:133777417	  prefix:ENSLUPP00005023849
  prefix:133777419	  prefix:ENSLUPP00005021225
  prefix:133777421	  prefix:ENSLUPP00005021352
  prefix:133777423	  prefix:ENSLUPP00005021927
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-ensembl_transcript.tsv | grep -vP '^(\d+)	(?:(?:(ENS[A-Z]*T\d{11})(?:\.\d+)?)|(FBtr\d{7})|(?:(MGP_[A-Za-z0-9]+_T\d{7})(?:\.\d+)?)|(LRG_\d+t\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?(?:_[a-z]{1,3}RNA)?)|(Q\d{4}_[a-z]{1,3}RNA)|([A-Z]{3}\d{1,3}(?:-\d)?_[a-z]{1,3}RNA)|(snR\d+-?[A-Za-z]?_sno?RNA)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?_tRNA))$' | head
  prefix:133777406	  prefix:ENSLUPT00005032457
  prefix:133777407	  prefix:ENSLUPT00005035054
  prefix:133777408	  prefix:ENSLUPT00005030133
  prefix:133777410	  prefix:ENSLUPT00005032671
  prefix:133777411	  prefix:ENSLUPT00005033773
  prefix:133777412	  prefix:ENSLUPT00005031098
  prefix:133777414	  prefix:ENSLUPT00005034861
  prefix:133777416	  prefix:ENSLUPT00005028868
  prefix:133777417	  prefix:ENSLUPT00005033077
  prefix:133777419	  prefix:ENSLUPT00005029158
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-flybase_gene.tsv | grep -vP '^(\d+)	(FBgn\d{7})$' | head
  prefix:30970	  prefix:FBgn0040373
  prefix:30971	  prefix:FBgn0040372
  prefix:30972	  prefix:FBgn0261446
  prefix:30973	  prefix:FBgn0000316
  prefix:30975	  prefix:FBgn0005427
  prefix:30976	  prefix:FBgn0040370
  prefix:30977	  prefix:FBgn0040371
  prefix:30978	  prefix:FBgn0029521
  prefix:30979	  prefix:FBgn0024989
  prefix:30980	  prefix:FBgn0004034
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-go.tsv | grep -vP '^(\d+)	GO[:_](\d{7})$' | head
  prefix:102577933	  prefix:0004449
  prefix:102577933	  prefix:0005739
  prefix:102577933	  prefix:0006099
  prefix:102577933	  prefix:0006102
  prefix:102577934	  prefix:0004497
  prefix:102577934	  prefix:0005506
  prefix:102577934	  prefix:0016705
  prefix:102577934	  prefix:0020037
  prefix:102577935	  prefix:0005634
  prefix:102577935	  prefix:0006301
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-hgnc.tsv | grep -vP '^(\d+)	(?:(?:HGNC|hgnc):)?(\d{1,5})$' | head
  prefix:1	  prefix:5
  prefix:2	  prefix:7
  prefix:9	  prefix:7645
  prefix:10	  prefix:7646
  prefix:11	  prefix:15
  prefix:12	  prefix:16
  prefix:13	  prefix:17
  prefix:14	  prefix:18
  prefix:15	  prefix:19
  prefix:16	  prefix:20
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-mgi_gene.tsv | grep -vP '^(\d+)	(?:MGI|mgi):(\d{5,})$' | head
  prefix:11287	  prefix:87854
  prefix:11298	  prefix:1328365
  prefix:11302	  prefix:1197518
  prefix:11303	  prefix:99607
  prefix:11304	  prefix:109424
  prefix:11305	  prefix:99606
  prefix:11306	  prefix:109533
  prefix:11307	  prefix:107704
  prefix:11308	  prefix:104913
  prefix:11350	  prefix:87859
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-mirbase.tsv | grep -vP '^(\d+)	(MI\d{7})$' | head
  prefix:104793947	  prefix:MI0013294
  prefix:104793948	  prefix:MI0013296
  prefix:104793949	  prefix:MI0013305
  prefix:104793950	  prefix:MI0013314
  prefix:104793951	  prefix:MI0013315
  prefix:104793952	  prefix:MI0013317
  prefix:104793971	  prefix:MI0016692
  prefix:104793972	  prefix:MI0016694
  prefix:104793974	  prefix:MI0016697
  prefix:104793975	  prefix:MI0016698
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-omim_gene.tsv | grep -vP '^(\d+)	(?:O?MIM:)?(\d{6})$' | head
  prefix:1	  prefix:138670
  prefix:2	  prefix:103950
  prefix:9	  prefix:108345
  prefix:10	  prefix:612182
  prefix:12	  prefix:107280
  prefix:13	  prefix:600338
  prefix:14	  prefix:603488
  prefix:15	  prefix:600950
  prefix:16	  prefix:601065
  prefix:17	  prefix:102699
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-refseq_genomic.tsv | grep -vP '^(\d+)	((?:AC_|N[CGTW]_|NZ_[A-Z]+)\d+)(?:\.\d+)?$' | head
  prefix:107911472	  prefix:NG_078112
  prefix:100775198	  prefix:NG_065168
  prefix:100777488	  prefix:NG_065339
  prefix:100777546	  prefix:NG_055628
  prefix:100778282	  prefix:NG_065383
  prefix:100779454	  prefix:NG_065347
  prefix:100780334	  prefix:NG_065374
  prefix:100781724	  prefix:NG_068064
  prefix:100786795	  prefix:NG_065327
  prefix:100791668	  prefix:NG_065362
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-refseq_protein.tsv | grep -vP '^(\d+)	([ANXYWZ]P_\d+)(?:\.\d+)?$' | head
  prefix:67441593	  prefix:WP_011787424
  prefix:67441594	  prefix:WP_011787425
  prefix:67441595	  prefix:WP_011787426
  prefix:67441596	  prefix:WP_011787427
  prefix:67441597	  prefix:WP_061783435
  prefix:67441598	  prefix:WP_014609498
  prefix:67441599	  prefix:WP_011070431
  prefix:67441600	  prefix:WP_025008548
  prefix:67441601	  prefix:WP_061783433
  prefix:67441602	  prefix:WP_011918267
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-refseq_rna.tsv | grep -vP '^(\d+)	((?:NM|NR|XM|XR)_\d+)(?:\.\d+)?$' | head
  prefix:102577933	  prefix:XM_006486553
  prefix:102577934	  prefix:NM_001288840
  prefix:102577935	  prefix:NM_001288841
  prefix:102577937	  prefix:XM_006475647
  prefix:102577937	  prefix:XM_052437047
  prefix:102577938	  prefix:NM_001288842
  prefix:102577939	  prefix:XM_006490906
  prefix:102577939	  prefix:XM_015534161
  prefix:102577939	  prefix:XM_015534162
  prefix:102577939	  prefix:NM_001288843
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-rgd.tsv | grep -vP '^(\d+)	(?:(?:RGD|rgd):)?(\d{4,})$' | head
  prefix:100967226	  prefix:12019550
  prefix:100967230	  prefix:11876036
  prefix:100967231	  prefix:11934202
  prefix:100967232	  prefix:11813246
  prefix:100967233	  prefix:11735671
  prefix:100967235	  prefix:11948714
  prefix:100967236	  prefix:11916345
  prefix:100967238	  prefix:11791717
  prefix:100967243	  prefix:11912374
  prefix:100967244	  prefix:11784673
